l_shoulder,r_shoulder,l_elbow,r_elbow,l_wrist,r_wrist,l_hip,r_hip
"[0.5873622298240662, 0.5722803473472595, -0.060647789388895035]","[0.4790572226047516, 0.5770308375358582, -0.06372198462486267]","[0.6015908718109131, 0.7162414789199829, -0.023746570572257042]","[0.4607604444026947, 0.7200810313224792, -0.04112724959850311]","[0.60122150182724, 0.8556076288223267, -0.11598508059978485]","[0.4533429741859436, 0.8512362241744995, -0.12285121530294418]","[0.5634148716926575, 0.849303662776947, 0.002955016680061817]","[0.5006057620048523, 0.8471636772155762, -0.0026390699204057455]"
"[0.5876003503799438, 0.5722871422767639, -0.05930851772427559]","[0.4790830612182617, 0.5770220160484314, -0.06155029311776161]","[0.6021555066108704, 0.7163286209106445, -0.020784517750144005]","[0.4607938826084137, 0.7194510698318481, -0.03723169490695]","[0.6013492345809937, 0.8556603789329529, -0.11422659456729889]","[0.45327356457710266, 0.8512682318687439, -0.11873643845319748]","[0.5635346174240112, 0.8500809669494629, 0.0029601745773106813]","[0.5006403923034668, 0.8483238220214844, -0.002644619904458523]"
"[0.5879027247428894, 0.572270393371582, -0.06026293709874153]","[0.47908490896224976, 0.5769656300544739, -0.06329704821109772]","[0.6025180816650391, 0.7162883877754211, -0.018854668363928795]","[0.46081241965293884, 0.7188369035720825, -0.03847728669643402]","[0.6013681292533875, 0.8557137250900269, -0.11204268783330917]","[0.453140527009964, 0.8512706160545349, -0.12055607885122299]","[0.563573956489563, 0.8502535820007324, 0.003095377702265978]","[0.5006119012832642, 0.8483380675315857, -0.002771221101284027]"
"[0.5881166458129883, 0.5722215175628662, -0.061875637620687485]","[0.47908905148506165, 0.576758086681366, -0.0646231472492218]","[0.6028200387954712, 0.7160065174102783, -0.0200322475284338]","[0.46084272861480713, 0.7177413105964661, -0.03950786963105202]","[0.6014118790626526, 0.8557146787643433, -0.11211144179105759]","[0.4528377950191498, 0.8513306379318237, -0.12181328982114792]","[0.5636376142501831, 0.8500396013259888, 0.003103186609223485]","[0.5006124973297119, 0.8480402231216431, -0.0027776076458394527]"
"[0.5882271528244019, 0.5721357464790344, -0.062028732150793076]","[0.4790877103805542, 0.5765201449394226, -0.06482233107089996]","[0.6031328439712524, 0.715825617313385, -0.02105582505464554]","[0.46084296703338623, 0.7171646952629089, -0.04025597497820854]","[0.6014637351036072, 0.8557048439979553, -0.11609141528606415]","[0.4525602161884308, 0.8514912128448486, -0.12735998630523682]","[0.5637756586074829, 0.8498238325119019, 0.003098842455074191]","[0.500618577003479, 0.8479241132736206, -0.002773695858195424]"
"[0.5883519053459167, 0.5721254348754883, -0.06379237771034241]","[0.47911337018013, 0.576218843460083, -0.0660993903875351]","[0.603206992149353, 0.7157736420631409, -0.02239898219704628]","[0.4608377516269684, 0.7164672017097473, -0.04285990074276924]","[0.6015786528587341, 0.8557006120681763, -0.11974434554576874]","[0.4524174630641937, 0.8515796661376953, -0.13132576644420624]","[0.563929557800293, 0.8498433232307434, 0.003076074877753854]","[0.5006603002548218, 0.8480623364448547, -0.0027506528422236443]"
"[0.5885175466537476, 0.5720911622047424, -0.06539393961429596]","[0.4791809916496277, 0.5760107636451721, -0.06657842546701431]","[0.6033961772918701, 0.7154815196990967, -0.023174026980996132]","[0.46082863211631775, 0.7161411046981812, -0.04309768229722977]","[0.6017504334449768, 0.8556824922561646, -0.12281225621700287]","[0.4523482024669647, 0.8517093658447266, -0.13214169442653656]","[0.5642510652542114, 0.8500257134437561, 0.0030377875082194805]","[0.5008280873298645, 0.8484921455383301, -0.0027113917749375105]"
"[0.588738203048706, 0.5720515251159668, -0.06468145549297333]","[0.4793163239955902, 0.5757567286491394, -0.0661398395895958]","[0.6035669445991516, 0.7153627872467041, -0.021443437784910202]","[0.4608285129070282, 0.7158733010292053, -0.04061998799443245]","[0.6018770337104797, 0.8555954098701477, -0.12069165706634521]","[0.45223191380500793, 0.8518548011779785, -0.12867720425128937]","[0.564482569694519, 0.8503767848014832, 0.003048463724553585]","[0.5009477138519287, 0.8489922285079956, -0.00272165285423398]"
"[0.5889600515365601, 0.5720498561859131, -0.06490268558263779]","[0.4795073866844177, 0.5756057500839233, -0.06607746332883835]","[0.6036558151245117, 0.7153540253639221, -0.021695168688893318]","[0.46083420515060425, 0.7156113982200623, -0.03984453156590462]","[0.6019481420516968, 0.8554060459136963, -0.1205822229385376]","[0.45209768414497375, 0.8518276810646057, -0.12848371267318726]","[0.5644994378089905, 0.8507182002067566, 0.0030426005832850933]","[0.5009769797325134, 0.8493254780769348, -0.0027152574621140957]"
"[0.5890516638755798, 0.5720471143722534, -0.06479580700397491]","[0.4796212613582611, 0.5754772424697876, -0.06591974943876266]","[0.6036875247955322, 0.7153580784797668, -0.02172216586768627]","[0.4608403444290161, 0.715395987033844, -0.039638254791498184]","[0.6019948720932007, 0.8552140593528748, -0.12076111137866974]","[0.45202532410621643, 0.8517613410949707, -0.1284247189760208]","[0.5645295977592468, 0.8507881164550781, 0.003038695314899087]","[0.5009974837303162, 0.8494508266448975, -0.0027116320561617613]"
"[0.5891494750976562, 0.5720444321632385, -0.06475942581892014]","[0.479786217212677, 0.5752817392349243, -0.06399663537740707]","[0.6037861108779907, 0.7153632640838623, -0.021456094458699226]","[0.4608733057975769, 0.7150965332984924, -0.03608161583542824]","[0.6020614504814148, 0.855145275592804, -0.12137223035097122]","[0.4519868791103363, 0.8516228199005127, -0.1265675127506256]","[0.5645367503166199, 0.8507565855979919, 0.0028412588872015476]","[0.5009991526603699, 0.8494114875793457, -0.002514584455639124]"
"[0.5893390774726868, 0.5720436573028564, -0.06203021854162216]","[0.48018506169319153, 0.5752419233322144, -0.06046610325574875]","[0.6039457321166992, 0.7152479290962219, -0.0182416383177042]","[0.4609313905239105, 0.7149673700332642, -0.0318133570253849]","[0.6020833253860474, 0.8549295663833618, -0.11885631084442139]","[0.45184963941574097, 0.8512744307518005, -0.12182316929101944]","[0.5645442605018616, 0.8508186340332031, 0.0027834668289870024]","[0.5010024905204773, 0.8493905663490295, -0.002455285284668207]"
"[0.5895542502403259, 0.5720443725585938, -0.0616011768579483]","[0.48059332370758057, 0.5752057433128357, -0.060778047889471054]","[0.6040513515472412, 0.7150542140007019, -0.01818850450217724]","[0.46098458766937256, 0.7146925926208496, -0.03293423727154732]","[0.602105438709259, 0.8546072244644165, -0.11895570904016495]","[0.45161786675453186, 0.8506643176078796, -0.12239222973585129]","[0.5645664930343628, 0.8508059978485107, 0.002823855495080352]","[0.5010629296302795, 0.8493676781654358, -0.0024953067768365145]"
"[0.5897752046585083, 0.5720536112785339, -0.06168167665600777]","[0.480813205242157, 0.575198233127594, -0.06128130480647087]","[0.6041550040245056, 0.7150418162345886, -0.018603229895234108]","[0.46098974347114563, 0.7146956920623779, -0.033595599234104156]","[0.6021127104759216, 0.8543885946273804, -0.12002052366733551]","[0.45092910528182983, 0.8506467342376709, -0.12293215095996857]","[0.5646075010299683, 0.8509544134140015, 0.0029514492489397526]","[0.5011196732521057, 0.8495375514030457, -0.0026223647873848677]"
"[0.589952826499939, 0.5721049308776855, -0.06181255355477333]","[0.48102012276649475, 0.5752175450325012, -0.06168781965970993]","[0.6043369174003601, 0.7150676846504211, -0.018610602244734764]","[0.4609278738498688, 0.7147881984710693, -0.03419627621769905]","[0.6021420955657959, 0.8543576598167419, -0.12070079892873764]","[0.45013299584388733, 0.8505555987358093, -0.12375620752573013]","[0.5646140575408936, 0.8511708378791809, 0.0029925561975687742]","[0.5011647939682007, 0.8497169613838196, -0.002663761144503951]"
"[0.5900886654853821, 0.5721743106842041, -0.06245691329240799]","[0.4812048077583313, 0.5752134323120117, -0.062002941966056824]","[0.6044749617576599, 0.7152478694915771, -0.018803704530000687]","[0.4607483446598053, 0.7147341966629028, -0.031593963503837585]","[0.6021549701690674, 0.8543542623519897, -0.1217491403222084]","[0.4485011398792267, 0.8498702049255371, -0.12154897302389145]","[0.5646688342094421, 0.8511707782745361, 0.002905562287196517]","[0.5013107657432556, 0.8498001098632812, -0.002580632222816348]"
"[0.5902678966522217, 0.5721749067306519, -0.06496655195951462]","[0.4814184308052063, 0.5751674771308899, -0.060077305883169174]","[0.6046781539916992, 0.7153297662734985, -0.02125183679163456]","[0.4604276716709137, 0.7144647240638733, -0.02491185814142227]","[0.6021623015403748, 0.8543272018432617, -0.12567661702632904]","[0.4466799795627594, 0.8492965698242188, -0.11637283861637115]","[0.5647047162055969, 0.8511635065078735, 0.0020962106063961983]","[0.5014737844467163, 0.8498072624206543, -0.0017853055614978075]"
"[0.5903974175453186, 0.5721744894981384, -0.06629122793674469]","[0.4816053807735443, 0.5751239657402039, -0.05882773920893669]","[0.6048300266265869, 0.7153390049934387, -0.02252081222832203]","[0.4602174460887909, 0.7141894102096558, -0.022216564044356346]","[0.6021673679351807, 0.8543024659156799, -0.12809501588344574]","[0.4457866847515106, 0.8488143682479858, -0.11465879529714584]","[0.5647415518760681, 0.8511367440223694, 0.0014618682907894254]","[0.5015993714332581, 0.8498018980026245, -0.0011593707604333758]"
"[0.5905947089195251, 0.5721766352653503, -0.06702999770641327]","[0.481751948595047, 0.5750789642333984, -0.05812779814004898]","[0.6051449179649353, 0.7154864072799683, -0.025216398760676384]","[0.4596235454082489, 0.7131943106651306, -0.022623449563980103]","[0.6023034453392029, 0.8543194532394409, -0.13503681123256683]","[0.4422648847103119, 0.8475064039230347, -0.11577761173248291]","[0.5648133754730225, 0.8513465523719788, 0.0010848866077139974]","[0.5018001198768616, 0.8500567674636841, -0.0007844785577617586]"
"[0.590760350227356, 0.5721778273582458, -0.07082750648260117]","[0.48187822103500366, 0.5749147534370422, -0.057773228734731674]","[0.6052740216255188, 0.7156344652175903, -0.029855065047740936]","[0.4583002030849457, 0.7120940685272217, -0.02093937247991562]","[0.602381706237793, 0.8545082211494446, -0.14122383296489716]","[0.4378136992454529, 0.8449176549911499, -0.11657870560884476]","[0.5648168921470642, 0.8513477444648743, 8.030134631553665e-05]","[0.5019350647926331, 0.8500494956970215, 0.00021263498638290912]"
"[0.5909244418144226, 0.5721561908721924, -0.0707380473613739]","[0.48197945952415466, 0.5747502446174622, -0.057967521250247955]","[0.6053426265716553, 0.7158289551734924, -0.029622389003634453]","[0.45627614855766296, 0.7109413146972656, -0.022021805867552757]","[0.6025915741920471, 0.8547604084014893, -0.13819076120853424]","[0.43292200565338135, 0.8386315107345581, -0.11668003350496292]","[0.5648135542869568, 0.8516605496406555, 9.398360271006823e-05]","[0.5020115971565247, 0.850374162197113, 0.00019922485807910562]"
"[0.591025173664093, 0.5721412301063538, -0.07059090584516525]","[0.4820578396320343, 0.5746203064918518, -0.0580860897898674]","[0.6053623557090759, 0.7159461975097656, -0.02939906343817711]","[0.45533880591392517, 0.7102465629577637, -0.022569390013813972]","[0.6027289628982544, 0.8549206256866455, -0.1369793564081192]","[0.43165966868400574, 0.8358300924301147, -0.12101704627275467]","[0.5648099780082703, 0.8517552614212036, 0.00011816043843282387]","[0.5020744204521179, 0.8504927754402161, 0.00017500841931905597]"
"[0.5910937786102295, 0.5721163153648376, -0.07017256319522858]","[0.4822361171245575, 0.5736997127532959, -0.05770457163453102]","[0.6054718494415283, 0.7159585356712341, -0.02890661358833313]","[0.4535716474056244, 0.7083728909492493, -0.023148635402321815]","[0.6031520366668701, 0.8551086783409119, -0.13701944053173065]","[0.4269283711910248, 0.8322908282279968, -0.12282060831785202]","[0.5648016333580017, 0.8522660732269287, 0.00015373513451777399]","[0.5020932555198669, 0.8512033224105835, 0.00013981539814267308]"
"[0.5912967920303345, 0.5721032023429871, -0.06864691525697708]","[0.48233693838119507, 0.572950005531311, -0.05817896127700806]","[0.6057859063148499, 0.715925931930542, -0.025674285367131233]","[0.4489766061306, 0.7020461559295654, -0.025448879227042198]","[0.6043888330459595, 0.8555907607078552, -0.12305869907140732]","[0.4123496413230896, 0.8218138813972473, -0.12059313803911209]","[0.5648168325424194, 0.8530831933021545, 0.0021712977904826403]","[0.5022619962692261, 0.8524386286735535, -0.001867314102128148]"
"[0.5915880799293518, 0.5721361041069031, -0.06997628509998322]","[0.4824642539024353, 0.572296142578125, -0.06099540367722511]","[0.6060092449188232, 0.7157489657402039, -0.029831552878022194]","[0.4448680877685547, 0.6975881457328796, -0.03588317707180977]","[0.6051073670387268, 0.8557567000389099, -0.12873490154743195]","[0.40495651960372925, 0.8119588494300842, -0.12970751523971558]","[0.5648183822631836, 0.85325688123703, 0.003001814940944314]","[0.5022845268249512, 0.8524446487426758, -0.002698722295463085]"
"[0.5920115113258362, 0.5721982717514038, -0.0756487101316452]","[0.4826830327510834, 0.5713558197021484, -0.06925588101148605]","[0.6063873767852783, 0.7157077789306641, -0.03669525682926178]","[0.441874235868454, 0.6920257210731506, -0.04792051017284393]","[0.605752170085907, 0.8557614684104919, -0.13797715306282043]","[0.39834728837013245, 0.8001719117164612, -0.14311261475086212]","[0.5648862719535828, 0.8532702922821045, 0.004030813928693533]","[0.5024241805076599, 0.8524338006973267, -0.0037355630192905664]"
"[0.5926410555839539, 0.5723844766616821, -0.088068887591362]","[0.48313888907432556, 0.5701065063476562, -0.07760785520076752]","[0.6067960858345032, 0.7157593965530396, -0.050569020211696625]","[0.439487487077713, 0.6853123903274536, -0.05599166452884674]","[0.6061455011367798, 0.8557730317115784, -0.14902187883853912]","[0.3933332562446594, 0.791621208190918, -0.14808008074760437]","[0.5649111866950989, 0.8531807661056519, 0.004307146649807692]","[0.5024275183677673, 0.8518352508544922, -0.004017823841422796]"
"[0.5933274626731873, 0.5724660158157349, -0.09316810220479965]","[0.4835674464702606, 0.5688937902450562, -0.08265670388936996]","[0.6071058511734009, 0.7155864834785461, -0.05565036088228226]","[0.4370856285095215, 0.6788693070411682, -0.06101582199335098]","[0.6064635515213013, 0.8557586669921875, -0.15376633405685425]","[0.38831886649131775, 0.7829046249389648, -0.15189920365810394]","[0.5649265646934509, 0.8529109954833984, 0.004797927103936672]","[0.5024320483207703, 0.8508322238922119, -0.004519703797996044]"
"[0.5937021374702454, 0.5724564790725708, -0.09825873374938965]","[0.4837682843208313, 0.5680301189422607, -0.08479580283164978]","[0.6075465679168701, 0.7152056097984314, -0.06314953416585922]","[0.4345318377017975, 0.6736051440238953, -0.062223680317401886]","[0.6068164110183716, 0.8557546138763428, -0.1632629930973053]","[0.383279949426651, 0.775749683380127, -0.1535646915435791]","[0.56492018699646, 0.8525251746177673, 0.004959629382938147]","[0.5024333000183105, 0.8499199748039246, -0.004688400309532881]"
"[0.5940425992012024, 0.5725278258323669, -0.09471586346626282]","[0.48413196206092834, 0.5675294399261475, -0.08211672306060791]","[0.6078406572341919, 0.7150182723999023, -0.05847018584609032]","[0.43253231048583984, 0.6671879291534424, -0.058339472860097885]","[0.6072522401809692, 0.8557840585708618, -0.15758785605430603]","[0.37807655334472656, 0.7645442485809326, -0.14940354228019714]","[0.5649229884147644, 0.8522549271583557, 0.005197069142013788]","[0.5024921894073486, 0.8488298654556274, -0.004937069956213236]"
"[0.5942246913909912, 0.5726078748703003, -0.10479136556386948]","[0.48454663157463074, 0.5669193267822266, -0.08316432684659958]","[0.6082435250282288, 0.7147723436355591, -0.06873439252376556]","[0.4300462603569031, 0.6628363728523254, -0.056040357798337936]","[0.6075851917266846, 0.8557662963867188, -0.16831757128238678]","[0.37403497099876404, 0.7519928812980652, -0.14707055687904358]","[0.5649254322052002, 0.8519772291183472, 0.004789129365235567]","[0.5025678277015686, 0.8474724888801575, -0.004536314867436886]"
"[0.5944440960884094, 0.5729591846466064, -0.1187489852309227]","[0.4849216341972351, 0.5657187700271606, -0.08858672529459]","[0.6088539958000183, 0.7147706747055054, -0.08423683047294617]","[0.4278191328048706, 0.6571721434593201, -0.06013619899749756]","[0.6078985333442688, 0.8558542132377625, -0.18302512168884277]","[0.3697194457054138, 0.740203320980072, -0.14923350512981415]","[0.5649306178092957, 0.8516562581062317, 0.0038535206113010645]","[0.5026102662086487, 0.8462159037590027, -0.0036122684832662344]"
"[0.5947099924087524, 0.5733577013015747, -0.11479805409908295]","[0.4853598177433014, 0.5649659633636475, -0.08649655431509018]","[0.6093219518661499, 0.7148370742797852, -0.08243841677904129]","[0.4269140660762787, 0.6492003798484802, -0.06436748802661896]","[0.6081709265708923, 0.8562227487564087, -0.17927995324134827]","[0.3672327399253845, 0.7315512895584106, -0.1544361412525177]","[0.5650120973587036, 0.8514935374259949, 0.003317297901958227]","[0.502845048904419, 0.8456921577453613, -0.003079882124438882]"
"[0.5948958992958069, 0.5734813213348389, -0.11538083106279373]","[0.48562419414520264, 0.5644593834877014, -0.08598501980304718]","[0.609561562538147, 0.7148388624191284, -0.08416353911161423]","[0.42662081122398376, 0.6476076245307922, -0.06650561094284058]","[0.6083089709281921, 0.8563776016235352, -0.18068885803222656]","[0.36668163537979126, 0.7301206588745117, -0.15671564638614655]","[0.5650892853736877, 0.8512735962867737, 0.0028627333231270313]","[0.5030375719070435, 0.8453559875488281, -0.0026268588844686747]"
"[0.5951406359672546, 0.57355135679245, -0.1217927485704422]","[0.48604047298431396, 0.5633834004402161, -0.08585288375616074]","[0.6102982759475708, 0.7148446440696716, -0.093457892537117]","[0.42513716220855713, 0.6371901035308838, -0.06253810226917267]","[0.608468770980835, 0.8565381765365601, -0.19186809659004211]","[0.3610173165798187, 0.7065173387527466, -0.15467242896556854]","[0.5653418898582458, 0.8511896729469299, 0.00015920984151307493]","[0.5033318400382996, 0.8453816771507263, 8.9567773102317e-05]"
"[0.5953816771507263, 0.5736950635910034, -0.1358255296945572]","[0.4865875542163849, 0.5621159672737122, -0.08616038411855698]","[0.6108866333961487, 0.714863657951355, -0.1122705265879631]","[0.42419013381004333, 0.6304455995559692, -0.06238193437457085]","[0.6084574460983276, 0.8567033410072327, -0.2126588076353073]","[0.35623207688331604, 0.693719208240509, -0.154303640127182]","[0.5653415322303772, 0.850483775138855, -0.0025107061956077814]","[0.5033687949180603, 0.8450295925140381, 0.002749925944954157]"
"[0.5956874489784241, 0.5738013982772827, -0.13336409628391266]","[0.4873207211494446, 0.5602570176124573, -0.0846659317612648]","[0.6112907528877258, 0.7149294018745422, -0.11083707213401794]","[0.42449751496315, 0.6233266592025757, -0.05562971904873848]","[0.60844886302948, 0.8568829894065857, -0.20968787372112274]","[0.3559349775314331, 0.6816251873970032, -0.14498139917850494]","[0.5652118921279907, 0.8490193486213684, -0.0034989744890481234]","[0.5032891035079956, 0.8435567617416382, 0.0037213340401649475]"
"[0.5958260297775269, 0.5740993618965149, -0.12900607287883759]","[0.48778465390205383, 0.5580991506576538, -0.08278866857290268]","[0.6115283966064453, 0.7151896357536316, -0.10684364289045334]","[0.4242804944515228, 0.6154715418815613, -0.05479035899043083]","[0.6084268093109131, 0.857123076915741, -0.2063150405883789]","[0.3554340898990631, 0.6687801480293274, -0.14450578391551971]","[0.5650984644889832, 0.848145067691803, -0.0031476328149437904]","[0.5032194256782532, 0.8427791595458984, 0.0033731721341609955]"
"[0.5958846807479858, 0.5741634964942932, -0.12743663787841797]","[0.48790207505226135, 0.5552751421928406, -0.08261684328317642]","[0.6116034984588623, 0.7156255841255188, -0.10753046721220016]","[0.42282527685165405, 0.6109052300453186, -0.056812938302755356]","[0.6083720922470093, 0.8576349020004272, -0.2089511752128601]","[0.35044848918914795, 0.6598594784736633, -0.1475926786661148]","[0.5648778080940247, 0.8475450873374939, -0.0029133199714124203]","[0.5030105710029602, 0.842282235622406, 0.0031429913360625505]"
"[0.5959476828575134, 0.5741770267486572, -0.11722876131534576]","[0.48796260356903076, 0.5534967184066772, -0.07227636128664017]","[0.6116647124290466, 0.7159984111785889, -0.10227347910404205]","[0.42171069979667664, 0.6044816374778748, -0.05698700249195099]","[0.6083493828773499, 0.8581932783126831, -0.20332962274551392]","[0.3468083143234253, 0.6429619193077087, -0.15598316490650177]","[0.5646476745605469, 0.847477912902832, -0.0027357356157153845]","[0.5029306411743164, 0.8423037528991699, 0.0029682812746614218]"
"[0.5959691405296326, 0.5743163228034973, -0.12188848108053207]","[0.4879983067512512, 0.5520836114883423, -0.07242844253778458]","[0.611905038356781, 0.7161633968353271, -0.11038930714130402]","[0.41995590925216675, 0.6012364625930786, -0.05855533853173256]","[0.6083394885063171, 0.8583540916442871, -0.2178828865289688]","[0.34232842922210693, 0.6307779550552368, -0.15506012737751007]","[0.5645296573638916, 0.8473607897758484, -0.002781584393233061]","[0.5029010772705078, 0.8423544764518738, 0.003011059481650591]"
"[0.5959939956665039, 0.5746698379516602, -0.12309703230857849]","[0.48818549513816833, 0.5505015254020691, -0.07334750145673752]","[0.6123222708702087, 0.7164703607559204, -0.11439241468906403]","[0.4186067581176758, 0.5968813300132751, -0.05872150510549545]","[0.6083372831344604, 0.8584075570106506, -0.22580774128437042]","[0.3397536277770996, 0.6187718510627747, -0.15425118803977966]","[0.5644295811653137, 0.8471764922142029, -0.002686339896172285]","[0.502814769744873, 0.8423461318016052, 0.002915765391662717]"
"[0.5959551334381104, 0.5749641060829163, -0.12426148355007172]","[0.48842695355415344, 0.5482367873191833, -0.06585544347763062]","[0.6129727959632874, 0.7166454792022705, -0.11871042847633362]","[0.4183938801288605, 0.5901764631271362, -0.0480375811457634]","[0.6083390712738037, 0.8584457039833069, -0.2324487566947937]","[0.3384876847267151, 0.6037730574607849, -0.1412755697965622]","[0.5642791390419006, 0.8468421101570129, -0.004287311341613531]","[0.5027279853820801, 0.8420864343643188, 0.004499891307204962]"
"[0.5957247018814087, 0.5751780867576599, -0.1237727552652359]","[0.48848021030426025, 0.5470796823501587, -0.0531948059797287]","[0.6129863262176514, 0.7168137431144714, -0.11770839244127274]","[0.4184468686580658, 0.583335816860199, -0.029206257313489914]","[0.6083357930183411, 0.8584387302398682, -0.23446814715862274]","[0.3380734622478485, 0.5913060903549194, -0.12382611632347107]","[0.5640995502471924, 0.8463907241821289, -0.006029064301401377]","[0.5026983618736267, 0.8419561982154846, 0.006200641393661499]"
"[0.5956239700317383, 0.5753812789916992, -0.12369827181100845]","[0.48869550228118896, 0.545823872089386, -0.04258711263537407]","[0.61297208070755, 0.717162549495697, -0.11881068348884583]","[0.4185163676738739, 0.5771653056144714, -0.012785685248672962]","[0.6083335280418396, 0.8584256172180176, -0.2372816950082779]","[0.33797556161880493, 0.5769755244255066, -0.10131288319826126]","[0.5639334321022034, 0.8460964560508728, -0.00769428675994277]","[0.5026183724403381, 0.8416373133659363, 0.00783024076372385]"
